"equipo","rival","fecha","local_visitante","goles_favor","goles_contra","resultado","tipo_partido","clima","temperatura","humedad","dias_descanso","tiros_puerta","posesion","lesionados","suspendidos"
"Túnez","República Democrática del Congo",2026-05-06,"Local",0,0,"Empate","Copa","Lluvia",16,78,9,6,48,1,1
"Túnez","Senegal",2026-04-28,"Visitante",2,2,"Empate","Oficial","Soleado",27,37,8,6,42,1,0
"Túnez","Sudáfrica",2026-04-14,"Local",2,1,"Victoria","Copa","Nublado",17,71,9,7,47,1,0
"Túnez","Ghana",2026-04-06,"Visitante",1,1,"Empate","Amistoso","Lluvia",16,82,6,6,47,1,0
"Túnez","Costa de Marfil",2026-03-26,"Visitante",2,3,"Derrota","Copa","Caluroso",35,32,4,8,38,3,1
"Túnez","Irak",2026-03-12,"Visitante",0,0,"Empate","Eliminatoria","Nublado",18,84,6,4,44,0,0
"Túnez","España",2026-03-04,"Local",1,1,"Empate","Eliminatoria","Soleado",18,70,7,5,39,1,1
"Túnez","Jordania",2026-02-20,"Visitante",3,1,"Victoria","Eliminatoria","Soleado",23,55,4,8,51,1,0
"Turquía","Países Bajos",2026-05-30,"Visitante",3,1,"Victoria","Liga de Naciones","Soleado",23,35,6,6,51,0,0
"Turquía","Bélgica",2026-05-19,"Local",0,0,"Empate","Oficial","Lluvia",17,78,6,5,51,1,1
"Turquía","Croacia",2026-05-08,"Visitante",1,0,"Victoria","Liga de Naciones","Caluroso",34,45,8,7,44,1,0
"Turquía","Escocia",2026-04-27,"Local",1,1,"Empate","Eliminatoria","Lluvia",15,80,8,4,48,4,0
"Turquía","España",2026-04-14,"Visitante",0,3,"Derrota","Eliminatoria","Soleado",27,59,6,3,38,1,0
"Turquía","Austria",2026-04-06,"Visitante",0,1,"Derrota","Eliminatoria","Soleado",20,62,8,8,48,2,0
"Turquía","Portugal",2026-03-24,"Local",0,2,"Derrota","Oficial","Caluroso",32,31,3,4,44,0,0
"Turquía","Irak",2026-03-15,"Local",3,1,"Victoria","Eliminatoria","Soleado",28,61,9,10,53,2,0
"Turquía","Nueva Zelanda",2026-03-02,"Visitante",1,2,"Derrota","Eliminatoria","Nublado",15,60,7,7,47,0,0
"Turquía","Argentina",2026-02-20,"Visitante",0,2,"Derrota","Eliminatoria","Lluvia",22,90,9,4,41,0,0
"Uruguay","Paraguay",2026-05-28,"Local",0,0,"Empate","Eliminatoria","Nublado",15,76,9,5,60,2,0
"Uruguay","Brasil",2026-05-20,"Visitante",0,1,"Derrota","Eliminatoria","Soleado",24,35,4,4,45,0,0
"Uruguay","Ecuador",2026-05-06,"Local",0,2,"Derrota","Oficial","Soleado",23,58,5,4,57,2,0
"Uruguay","Argentina",2026-04-28,"Local",2,1,"Victoria","Eliminatoria","Caluroso",30,46,8,5,63,0,0
"Uruguay","Colombia",2026-04-14,"Local",3,0,"Victoria","Oficial","Soleado",23,50,6,8,51,0,2
"Uruguay","Catar",2026-04-03,"Visitante",1,1,"Empate","Amistoso","Caluroso",28,55,6,5,57,0,0
"Uruguay","Alemania",2026-03-25,"Visitante",0,4,"Derrota","Eliminatoria","Soleado",28,41,3,5,47,0,1
"Uruguay","Escocia",2026-03-12,"Local",1,1,"Empate","Eliminatoria","Soleado",18,51,8,7,56,0,0
"Uruguay","Croacia",2026-03-03,"Visitante",0,1,"Derrota","Copa","Soleado",21,65,3,7,42,1,0
"Uruguay","Sudáfrica",2026-02-19,"Local",2,0,"Victoria","Liga de Naciones","Nublado",23,76,6,9,58,1,0
"Uzbekistán","Jordania",2026-05-29,"Local",0,1,"Derrota","Oficial","Lluvia",18,93,5,4,49,0,2
"Uzbekistán","Catar",2026-05-17,"Visitante",0,2,"Derrota","Eliminatoria","Lluvia",15,92,9,5,45,0,0
"Uzbekistán","Japón",2026-05-06,"Visitante",1,0,"Victoria","Eliminatoria","Lluvia",25,82,7,6,47,1,0
"Uzbekistán","Irak",2026-04-26,"Visitante",4,1,"Victoria","Copa","Frio",5,59,6,11,53,3,0
"Uzbekistán","Irán",2026-04-16,"Visitante",0,0,"Empate","Liga de Naciones","Soleado",27,62,3,3,43,2,0
"Uzbekistán","Corea del Sur",2026-04-05,"Local",0,4,"Derrota","Oficial","Caluroso",31,35,5,3,63,1,0
"Uzbekistán","Arabia Saudita",2026-03-24,"Visitante",0,3,"Derrota","Eliminatoria","Lluvia",21,95,4,3,48,1,0
"Uzbekistán","Marruecos",2026-03-12,"Local",1,2,"Derrota","Liga de Naciones","Nublado",14,71,9,4,50,2,0
"Uzbekistán","Suecia",2026-03-04,"Local",1,0,"Victoria","Amistoso","Soleado",20,39,9,5,46,0,0
"Uzbekistán","Alemania",2026-02-21,"Visitante",0,1,"Derrota","Eliminatoria","Nublado",22,56,5,3,51,1,0
